Paese,Data,ID_Ordine,Sku,Quantita,Categoria,Ambito,Titolo,Prezzo_unitario,Prezzo_tot,Mese
France,2025-10-23 11:45:54,1000932,A27CCEA,1,Laptops,Business,HP EliteBook 6 G1i 16 inch Notebook AI PC Wolf Pro Security Edition,1223.38,1223.38,Ottobre
France,2025-10-23 15:12:05,1000863,A27CDEA,1,Laptops,Business,PC portable IA nouvelle génération HP EliteBook 6 G1a 14 pouces HP Wolf Pro Security Edition,1357.78,1357.78,Ottobre
France,2025-10-23 16:28:38,1000841,A27BWEA,1,Laptops,Business,PC portable IA nouvelle génération HP EliteBook 8 16 G1a pouces HP Wolf Pro Security Edition,1479.56,1479.56,Ottobre
France,2025-10-23 18:16:54,1000770,A27CHEA,1,Laptops,Business,HP EliteBook 6 G1i 14 inch Notebook AI PC Wolf Pro Security Edition,1223.39,1223.39,Ottobre
France,2025-10-23 20:13:30,1000767,B6SL7EA,1,Desktops,Home,PC de Bureau HP OmniDesk  M02-0097nf,1099.0,1099.0,Ottobre
France,2025-10-23 21:05:39,1000799,1B065AA,1,Monitors,Business,HP E14 G4,352.8,352.8,Ottobre
France,2025-10-24 05:23:05,1000861,5M9Y1EA,2,Desktops,Business,HP Elite Mini 800 G9,1935.25,3870.5,Ottobre
France,2025-10-24 07:53:44,1000972,A0ZG2EA,1,Desktops,Business,PC fixe IA HP EliteDesk 8 G1i faible encombrement HP Wolf Pro Security Edition,1799.68,1799.68,Ottobre
France,2025-10-24 10:27:06,1000920,94C17AA,3,Monitors,Home,"Écran Full HD 23,8 pouces HP Série 5 - 524sf",100.0,300.0,Ottobre
France,2025-10-24 11:37:28,1000769,B68T6EA,3,Laptops,Business,PC portable IA nouvelle génération HP EliteBook X G1i 14 pouces HP Wolf Pro Security Edition,2250.7,6752.099999999999,Ottobre
France,2025-10-24 14:01:03,1000964,6N6E6AA,3,Monitors,Business,Écran tactile FHD E24t G5 HP,244.8,734.4000000000001,Ottobre
France,2025-10-24 14:01:03,1000964,B6SL3EA,2,Desktops,Home,Tout en un IA Nouvelle Génération HP OmniStudio X 27-cs1003nf,1499.0,2998.0,Ottobre
France,2025-10-24 14:01:03,1000964,B72R9EA,2,Desktops,Home,Tout en un HP OmniStudio X 32-c1005nf,1499.0,2998.0,Ottobre
France,2025-10-24 18:29:20,1000936,A10MWEA,1,Desktops,Business,HP ProDesk 4 Mini G1i Desktop AI PC,1161.08,1161.08,Ottobre
France,2025-10-25 02:56:51,1000973,9X8K2EA,1,Laptops,Home,PC Portable 2 en 1 HP Envy x360 14-fa0000nf - Écran tactile OLED,1299.0,1299.0,Ottobre
France,2025-10-25 06:14:42,1000999,BM1P5EA,1,Laptops,Home,PC Portable Gaming Victus 15-fb3010nf - NVIDIA® GeForce RTX™ 5050,1249.0,1249.0,Ottobre
France,2025-10-25 07:13:30,1000935,A23KWEA,1,Laptops,Business,"PC Portable Professionnel HP ProBook 465 G11 16"" - Extension de garantie 3 ans incluse",819.13,819.13,Ottobre
France,2025-10-25 10:25:43,1000960,8T0T5EA,1,Laptops,Business,"Station de travail portable HP ZBook Power G11 16"" - NVIDIA RTX™ 2000 & Extension de garantie 3 ans incluse",2981.94,2981.94,Ottobre
France,2025-10-25 13:57:37,1000987,BG7K3EA,1,Laptops,Home,PC Portable IA HP OmniBook 7 17-dc0002nf,1299.0,1299.0,Ottobre
France,2025-10-25 13:57:37,1000987,B68SMEA,1,Laptops,Business,"PC Portable Professionnel IA HP EliteBook X G1i 14"" - Extension de garantie 3 ans incluse",2398.54,2398.54,Ottobre
France,2025-10-25 15:38:07,1000828,5N015EA,1,Desktops,Business,HP EliteDesk 8 Mini G1i Desktop AI PC  Wolf Pro Security Edition,1760.64,1760.64,Ottobre
France,2025-10-25 17:38:49,1000762,A27CJEA,1,Laptops,Business,HP EliteBook 6 G1i 13 inch Notebook AI PC Wolf Pro Security Edition,1412.88,1412.88,Ottobre
France,2025-10-25 17:38:49,1000762,B6SL8EA,1,Desktops,Home,PC de Bureau HP OmniDesk M02-0098nf,749.0,749.0,Ottobre
France,2025-10-25 17:38:49,1000762,A0ZB2EA,1,Desktops,Business,HP Elite 800 G9  SFF,1435.39,1435.39,Ottobre
France,2025-10-25 18:00:53,1000821,A27C1EA,1,Laptops,Business,PC portable IA nouvelle génération HP EliteBook 8 G1a 14 pouces HP Wolf Pro Security Edition,1506.46,1506.46,Ottobre
France,2025-10-25 19:34:04,1000819,C58YVEA,1,Laptops,Home,HP Laptop 17-cn3069nf,749.0,749.0,Ottobre
France,2025-10-26 00:20:52,1000782,999Y0ET,1,Desktops,Business,Ordinateur de bureau HP Elite 800 G9 format tour,1526.78,1526.78,Ottobre
France,2025-10-26 00:32:58,1000898,A23R0EA,1,Laptops,Business,"PC Portable Professionnel HP ProBook 4 G1iR 14""",960.96,960.96,Ottobre
France,2025-10-26 02:27:58,1000872,BM1N3EA,1,Laptops,Home,PC Portable Gaming Victus 15-fa2016nf - NVIDIA® GeForce RTX™ 5050,1199.0,1199.0,Ottobre
France,2025-10-26 04:28:54,1000804,5M9Y1EA,1,Desktops,Business,HP Elite Mini 800 G9,1935.25,1935.25,Ottobre
France,2025-10-26 05:05:29,1000812,B92RHEA,14,Laptops,Home,PC Portable Gaming OMEN MAX 16-ah0011nf - GeForce RTX™ 5080,3299.0,46186.0,Ottobre
France,2025-10-26 09:48:57,1000844,A27CGEA,1,Laptops,Business,HP EliteBook 6 G1i 14 inch Notebook AI PC Wolf Pro Security Edition,1411.54,1411.54,Ottobre
France,2025-10-26 09:48:57,1000844,A23KPEA,1,Laptops,Business,"PC Portable Professionnel HP ProBook 465 G11 16"" - Extension de garantie 3 ans incluse",1087.3,1087.3,Ottobre
France,2025-10-26 09:48:57,1000844,882G0EA,1,Desktops,Business,HP ProDesk 4 Tower G1i Desktop AI PC,1070.84,1070.84,Ottobre
France,2025-10-26 18:25:30,1000888,8T1N2EA,1,Desktops,Business,HP Z2 G9 Tour,2031.14,2031.14,Ottobre
France,2025-10-26 20:31:43,1000797,BP9R8EA,1,Laptops,Home,PC Portable Gaming OMEN MAX 16-ah0023nf  - NVIDIA® GeForce RTX™ 5090,4349.0,4349.0,Ottobre
France,2025-10-26 20:31:43,1000797,A27CKEA,1,Laptops,Business,HP EliteBook 6 G1i 13 inch Notebook AI PC Wolf Pro Security Edition,1248.91,1248.91,Ottobre
France,2025-10-27 11:04:58,1000890,A23KQEA,1,Laptops,Business,"PC Portable Professionnel HP ProBook 465 G11 16"" - Extension de garantie 3 ans incluse",981.12,981.12,Ottobre
France,2025-10-27 12:17:24,1000969,94C50E9,1,Monitors,Home,Écran Full HD réglable en hauteur 27 pouces HP Série 5 - 527sh,130.0,130.0,Ottobre
France,2025-10-27 12:34:44,1000857,A0ZG2EA,3,Desktops,Business,PC fixe IA HP EliteDesk 8 G1i faible encombrement HP Wolf Pro Security Edition,1799.68,5399.04,Ottobre
France,2025-10-27 12:34:44,1000857,8T0T8EA,2,Laptops,Business,"Station de travail portable HP ZBook Power G11 16"" - NVIDIA RTX™ 2000 & Extension de garantie 3 ans incluse",2559.36,5118.72,Ottobre
France,2025-10-27 13:50:05,1001004,A27BZEA,1,Laptops,Business,PC Portable IA Nouvelle Génération HP EliteBook 8 G1i,1783.32,1783.32,Ottobre
France,2025-10-27 13:50:05,1001004,B0BU9UT,1,Monitors,Business,"Écran FHD 23,8 pouces HP Series 3 Pro – 324ph",194.4,194.4,Ottobre
France,2025-10-27 13:50:05,1001004,2H3Y8AA,1,Monitors,Home,"Écran HP M27fd - 27"" FHD - AMD FreeSync™",259.0,259.0,Ottobre
France,2025-10-27 13:50:05,1001004,C58YMEA,1,Laptops,Home,PC Portable IA HP OmniBook 5 16-af1001nf,899.0,899.0,Ottobre
France,2025-10-27 14:08:59,1000985,C79X7ET,1,Laptops,Business,Station de travail mobile HP ZBook Fury G1i 18 pouces,3448.55,3448.55,Ottobre
France,2025-10-27 14:08:59,1000985,780K0AA,1,Monitors,Home,"Écran OMEN 32q  - 32"" QHD - AMD FreeSync™ 165 Hz",250.0,250.0,Ottobre
France,2025-10-27 15:27:02,1000897,AD6S4EA,1,Desktops,Home,Tour Gaming OMEN 35L GT16-0456nf - AMD Radeon™ RX 7600,1699.0,1699.0,Ottobre
France,2025-10-27 19:06:35,1000926,A0ZF7EA,1,Desktops,Business,Tout en un IA HP EliteStudio 8 G1i,1868.16,1868.16,Ottobre
France,2025-10-27 19:06:35,1000926,BL2F9EA,1,Laptops,Home,PC Portable IA HP OmniBook 3 15-fn0016nf,1099.0,1099.0,Ottobre
France,2025-10-27 19:06:35,1000926,5E8U1EA,1,Desktops,Business,HP Z4 G5,2682.71,2682.71,Ottobre
France,2025-10-28 00:10:16,1000793,A27CDEA,2,Laptops,Business,PC portable IA nouvelle génération HP EliteBook 6 G1a 14 pouces HP Wolf Pro Security Edition,1357.78,2715.56,Ottobre
France,2025-10-28 08:22:18,1000873,B0BU9UT,1,Monitors,Business,"Écran FHD 23,8 pouces HP Series 3 Pro – 324ph",194.4,194.4,Ottobre
France,2025-10-28 12:36:22,1000940,8T0T7EA,1,Laptops,Business,"Station de travail portable HP ZBook Power G11 16"" - NVIDIA RTX™ A1000 & Extension de garantie 3 ans incluse",2235.08,2235.08,Ottobre
France,2025-10-28 20:40:36,1000893,8T1N0EA,1,Desktops,Business,HP Z2 G9 Tour,1830.17,1830.17,Ottobre
France,2025-10-29 07:52:25,1000787,A27C2EA,1,Laptops,Business,PC Portable Professionnel IA HP EliteBook 8 G1a,1272.59,1272.59,Ottobre
France,2025-10-29 09:07:06,1000869,A27C2EA,1,Laptops,Business,PC Portable Professionnel IA HP EliteBook 8 G1a,1272.59,1272.59,Ottobre
France,2025-10-29 12:32:30,1000962,C1ER6EA,1,Laptops,Home,PC Portable IA Nouvelle Génération HP OmniBook 5 14-he0012nf,1199.0,1199.0,Ottobre
France,2025-10-29 13:33:22,1000772,A40RMET,1,Desktops,Business,HP Z2 Mini G1a,2257.62,2257.62,Ottobre
France,2025-10-29 17:15:12,1000977,A0ZF4EA,3,Desktops,Business,HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC  Wolf Pro Security Edition,1653.11,4959.33,Ottobre
France,2025-10-29 17:15:12,1000977,A23R1EA,2,Laptops,Business,"PC Portable professionnel HP ProBook 4 G1ah 16""",981.12,1962.24,Ottobre
France,2025-10-29 20:19:54,1000831,BG7J4EA,1,Laptops,Home,PC Portable IA 2 en 1 HP OmniBook X Flip 14-fm0004nf - Écran tactile OLED 120 Hz,1299.0,1299.0,Ottobre
France,2025-10-30 04:37:40,1000800,B6SL7EA,1,Desktops,Home,PC de Bureau HP OmniDesk  M02-0097nf,1099.0,1099.0,Ottobre
France,2025-10-30 08:16:18,1000957,B68T2EA,1,Laptops,Business,PC portable IA HP EliteBook Ultra 14 pouces G1q,1390.54,1390.54,Ottobre
France,2025-10-30 15:16:40,1000905,AL2H6EA,1,Desktops,Home,Ordinateur de bureau tout-en-un HP OmniStudio X 27-cs0001nf,1799.0,1799.0,Ottobre
France,2025-10-30 15:58:49,1000879,B68T7EA,1,Laptops,Business,PC portable IA nouvelle génération HP EliteBook X G1i 14 pouces HP Wolf Pro Security Edition,1995.34,1995.34,Ottobre
France,2025-10-30 19:57:47,1000808,A27C2EA,1,Laptops,Business,PC Portable Professionnel IA HP EliteBook 8 G1a,1272.59,1272.59,Ottobre
France,2025-10-30 23:20:03,1000895,A26W9EA,1,Laptops,Business,"PC Portable Professionnel HP EliteBook 845 G11 14"" Extension de garantie 3 ans incluse & 1 an de Wolf Pro Security Edition",1264.54,1264.54,Ottobre
France,2025-10-31 00:24:50,1000811,C1ES7EA,1,Laptops,Home,PC Portable IA Nouvelle Génération HP OmniBook 5 14-he0013nf,899.0,899.0,Ottobre
France,2025-10-31 01:13:08,1000939,BM1N2EA,1,Laptops,Home,PC Portable Gaming Victus 15-fa2015nf - NVIDIA GeForce RTX 5050  & sans OS,1099.0,1099.0,Ottobre
France,2025-10-31 05:18:26,1000773,8T0S7EA,1,Laptops,Business,"Station de travail portable HP ZBook Firefly G11 16"" - NVIDIA RTX™ A500 & Extension de garantie 3 ans incluse",2175.11,2175.11,Ottobre
France,2025-10-31 07:31:40,1000786,A1RZ5EA,1,Laptops,Home,PC Portable 2 en 1 HP Envy x360 14-fc0009nf - Ecran tactile OLED 120 Hz,1599.0,1599.0,Ottobre
France,2025-10-31 11:03:49,1000989,BG7J3EA,3,Laptops,Home,PC Portable IA 2 en 1 HP OmniBook X Flip 14-fk0002nf - Extension de garantie 3 ans incluse & écran OLED 120 Hz,1199.0,3597.0,Ottobre
France,2025-10-31 13:14:19,1000761,8A5H8EA,3,Laptops,Business,"PC Portable Professionnel HP ProBook 450 G10 15,6"" - Garantie 3 ans incluse",1317.82,3953.46,Ottobre
France,2025-10-31 19:09:41,1000783,A27CFEA,1,Laptops,Business,PC portable IA HP EliteBook 6 G1a 14 pouces HP Wolf Pro Security Edition,1169.62,1169.62,Ottobre
France,2025-10-31 19:12:57,1000891,C79N7ET,2,Laptops,Business,Station de travail mobile HP ZBook X G1i 16 pouces,1997.6,3995.2,Ottobre
France,2025-10-31 22:42:53,1000952,BG7Q8EA,1,Laptops,Home,PC Portable IA 2 en 1 HP OmniBook X Flip 16-ar0000nf - écran OLED 120 Hz,1299.0,1299.0,Ottobre
France,2025-10-31 23:47:51,1000849,8X530AA,1,Monitors,Business,"Écran HP Série 7 Pro - 724pf 23,8""",259.2,259.2,Ottobre
France,2025-10-31 23:52:58,1000777,BG7J3EA,1,Laptops,Home,PC Portable IA 2 en 1 HP OmniBook X Flip 14-fk0002nf - Extension de garantie 3 ans incluse & écran OLED 120 Hz,1199.0,1199.0,Ottobre
Germany,2025-09-01 01:02:15,1000181,BU9S7EA,1,Laptops,Home,HP Laptop 17-cp3770ng,749.0,749.0,Settembre
Germany,2025-09-01 03:20:43,1000139,9P1U0EA,1,Laptops,Home,OMEN Transcend Laptop 16-u1776ng (2023),2599.0,2599.0,Settembre
Germany,2025-09-01 04:56:08,1000075,AV4C1E9,1,Monitors,Home,OMEN 34c G2 - 34 Zoll; WQHD; 180 Hz; Curved,499.0,499.0,Settembre
Germany,2025-09-01 05:09:32,1000364,9H7M3ET,1,Desktops,Business,HP ProDesk 4 G1i,949.0,949.0,Settembre
Germany,2025-09-01 05:47:25,1000194,AD3G6ET,1,Laptops,Business,"HP EliteBook 8 G1i 13""",1798.99,1798.99,Settembre
Germany,2025-09-01 08:48:11,1000101,BH3S5EA,1,Laptops,Home,HP OmniBook 5 16-ag1750ng,899.0,899.0,Settembre
Germany,2025-09-01 10:34:59,1000260,B66TGAT,3,Laptops,Business,HP EliteBook Ultra G1i 14,1949.01,5847.03,Settembre
Germany,2025-09-01 13:09:30,1000274,AD2N0ET,1,Laptops,Business,"HP ProBook 4 G1a 16""",915.0,915.0,Settembre
Germany,2025-09-01 13:59:49,1000345,BU9R2EA,1,Laptops,Home,HP Laptop 15-fd0720ng i5,698.99,698.99,Settembre
Germany,2025-09-01 16:01:11,1000353,A23M6EA,1,Laptops,Business,"HP 250 15,6 Zoll G10",799.0,799.0,Settembre
Germany,2025-09-01 16:49:38,1000362,CP9G1EA,1,Desktops,Business,HP Pro 400 G9,1171.2,1171.2,Settembre
Germany,2025-09-01 17:43:01,1000365,A40LRET,1,Desktops,Business,HP Z2 Mini G1i Workstation,1599.0,1599.0,Settembre
Germany,2025-09-01 17:45:04,1000026,A23HKEA,1,Laptops,Business,HP ProBook 460 G11 Latop-PC,1041.19,1041.19,Settembre
Germany,2025-09-01 19:19:15,1000268,A26TLEA,1,Laptops,Business,HP EliteBook Ultra 14 G1q,1499.0,1499.0,Settembre
Germany,2025-09-01 21:30:23,1000070,A40LRET,1,Desktops,Business,HP Z2 Mini G1i Workstation,1599.0,1599.0,Settembre
Germany,2025-09-02 00:27:49,1000286,BH3S0EA,1,Laptops,Home,HP OmniBook 7 Aero 13-bg1750ng,999.01,999.01,Settembre
Germany,2025-09-02 04:31:53,1000005,9P0Z5EA,1,Laptops,Home,OMEN Gaming Laptop 16-wf1774ng - NVIDIA® GeForce RTX™ 4060 (2024),1699.0,1699.0,Settembre
Germany,2025-09-02 05:14:46,1000218,BU9R4EA,2,Laptops,Home,HP Laptop 15-fd0780ng i7,899.0,1798.0,Settembre
Germany,2025-09-02 05:14:46,1000218,BF9S4EA,2,Laptops,Home,HP OmniBook X Flip 14-fm0751ng,999.01,1998.02,Settembre
Germany,2025-09-02 05:14:46,1000218,CE0S6EA,2,Laptops,Business,"HP EliteBook 6 G1i 16""",1652.79,3305.58,Settembre
Germany,2025-09-02 07:26:33,1000104,BF9S5EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0753ng,1299.0,1299.0,Settembre
Germany,2025-09-02 08:46:22,1000333,A3ZT9ET,3,Laptops,Business,"ZBook 8 G1i 16"" Workstation",1888.99,5666.97,Settembre
Germany,2025-09-02 11:59:56,1000057,A40LTET,1,Desktops,Business,HP Z2 Mini G1i Workstation,1999.0,1999.0,Settembre
Germany,2025-09-02 12:10:00,1000275,BE7F2EA,1,Laptops,Home,OMEN MAX Gaming Laptop 16-ak0770ng,2499.0,2499.0,Settembre
Germany,2025-09-02 12:47:28,1000134,9H7M5ET,1,Desktops,Business,HP ProDesk 4 G1i,1119.0,1119.0,Settembre
Germany,2025-09-02 13:37:33,1000066,CP9G3EA,1,Desktops,Business,HP Pro 400 Mini G9,1546.52,1546.52,Settembre
Germany,2025-09-02 15:46:38,1000050,BK2Z1EA,1,Laptops,Home,HP OmniBook 5 Flip 14-fp0765ng,929.0,929.0,Settembre
Germany,2025-09-02 16:26:08,1000102,BM9T4EA,1,Laptops,Home,HP OmniBook 7 AI 16-ay0770ng,1399.0,1399.0,Settembre
Germany,2025-09-02 18:54:48,1000255,AD3K5ET,1,Laptops,Business,"HP EliteBook 6 G1i 13.3""",1266.16,1266.16,Settembre
Germany,2025-09-02 19:50:24,1000217,C2QQ7EA,1,Laptops,Home,HP OmniBook 5 16-ag1780ng- Next Gen AI,1199.0,1199.0,Settembre
Germany,2025-09-02 20:54:56,1000292,9V1F4AT,1,Laptops,Business,HP Pro x360 435 G10 2-in-1,1078.5,1078.5,Settembre
Germany,2025-09-02 21:43:03,1000137,BU9S4EA,1,Laptops,Home,HP Laptop 17-cn4790ng,799.0,799.0,Settembre
Germany,2025-09-02 22:09:32,1000132,BF9T7EA,1,Laptops,Home,HP OmniBook X Flip  16-as0774ng,1499.0,1499.0,Settembre
Germany,2025-09-02 23:01:50,1000298,BF9U3EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0752ng,999.01,999.01,Settembre
Germany,2025-09-03 00:45:57,1000282,BU9S5EA,1,Laptops,Home,HP Laptop 17-cp2750ng,649.0,649.0,Settembre
Germany,2025-09-03 00:57:44,1000321,937G6EA,1,Desktops,Business,HP ProOne 440 G9 All-in-One-PC,1131.63,1131.63,Settembre
Germany,2025-09-03 05:29:08,1000336,A2BQ6EA,1,Laptops,Home,HP Envy x360 2-in-1 Laptop 16-ad0770ng,1299.0,1299.0,Settembre
Germany,2025-09-03 06:08:17,1000264,A2BN4EA,2,Laptops,Home,HP Envy x360 2-in-1 Laptop 14-fa0750ng,999.01,1998.02,Settembre
Germany,2025-09-03 06:23:37,1000112,C65D8EA,1,Laptops,Home,OMEN 16-ap0750ng,1299.0,1299.0,Settembre
Germany,2025-09-03 06:41:28,1000037,7N1C2EA,1,Laptops,Home,HP Laptop - 17-cp3775ng (2023),829.0,829.0,Settembre
Germany,2025-09-03 06:42:55,1000125,CP9G1EA,5,Desktops,Business,HP Pro 400 G9,1171.2,5856.0,Settembre
Germany,2025-09-03 06:56:04,1000204,CB4L9EA,1,Laptops,Business,"HP ProBook 4 G1i 16""",989.0,989.0,Settembre
Germany,2025-09-03 08:02:14,1000025,BQ2W7EA,1,Laptops,Home,HP OmniBook 5 LaptopAI 16-af1780ng,1299.0,1299.0,Settembre
Germany,2025-09-03 11:12:47,1000028,B1FT2EA,1,Laptops,Home,HP OmniBook Ultra Flip 14-fh0740ng,1899.0,1899.0,Settembre
Germany,2025-09-03 11:12:47,1000028,CB4L8EA,1,Laptops,Business,"HP ProBook 4 G1i 16""",1575.0,1575.0,Settembre
Germany,2025-09-03 12:28:35,1000027,A55P3ET,1,Desktops,Business,HP EliteStudio 8 AiO G1i,1759.0,1759.0,Settembre
Germany,2025-09-03 17:32:10,1000200,BU9S1EA,1,Laptops,Home,HP Laptop 17-cn3770ng,949.0,949.0,Settembre
Germany,2025-09-03 19:33:42,1000076,AD3J9ET,1,Laptops,Business,"HP EliteBook 6 G1a 16""",1099.0,1099.0,Settembre
Germany,2025-09-03 21:06:56,1000244,CP9G8EA,1,Desktops,Business,HP EliteDesk 8 Mini G1a,1747.75,1747.75,Settembre
Germany,2025-09-03 21:13:11,1000335,A3ZT4ET,1,Laptops,Business,"ZBook 8 G1a 14"" Workstation",2299.0,2299.0,Settembre
Germany,2025-09-03 21:16:05,1000011,AD3K5ET,1,Laptops,Business,"HP EliteBook 6 G1i 13.3""",1266.16,1266.16,Settembre
Germany,2025-09-03 21:18:17,1000339,BF9T4EA,1,Laptops,Home,HP OmniBook X Flip 16-as0750ng,1099.0,1099.0,Settembre
Germany,2025-09-03 22:00:02,1000046,9N6U9AT,1,Desktops,Business,HP Elite Mini 805 G8 Desktop PC,799.03,799.03,Settembre
Germany,2025-09-04 01:22:29,1000370,94F46AA,1,Monitors,Home,HP Serie 5 - 527sw - 27 Zoll; FHD,189.0,189.0,Settembre
Germany,2025-09-04 04:00:28,1000305,BM9U8EA,1,Laptops,Home,HP OmniBook 7 17-dc0795n - NVIDIA® GeForce RTX™ 4050,1899.0,1899.0,Settembre
Germany,2025-09-04 04:00:28,1000305,938A6EA,1,Desktops,Business,HP Pro Mini 400 G9 Desktop PC,769.0,769.0,Settembre
Germany,2025-09-04 04:00:28,1000305,AD2N7ET,1,Laptops,Business,HP ProBook 4 G1i 16,1019.0,1019.0,Settembre
Germany,2025-09-04 04:00:28,1000305,CE0R7EA,1,Laptops,Business,HP EliteBook 8 G1i 14 inch Notebook AI PC,1819.0,1819.0,Settembre
Germany,2025-09-04 05:36:52,1000094,BF9T0EA,1,Laptops,Home,HP OmniBook X Flip 16-ar0751ng,1099.0,1099.0,Settembre
Germany,2025-09-04 06:32:13,1000063,8T1K3EA,1,Desktops,Business,HP Z2 Tower G9 Workstation,2128.91,2128.91,Settembre
Germany,2025-09-04 06:45:19,1000017,BH3S6EA,1,Laptops,Home,HP OmniBook 5 16-ag1770ng,1099.0,1099.0,Settembre
Germany,2025-09-04 08:42:54,1000105,A3ZQ1ET,1,Laptops,Business,HP ZBook Ultra 14 Zoll G1a,2899.02,2899.02,Settembre
Germany,2025-09-04 09:12:07,1000190,A12Q9EA,1,Desktops,Home,"HP 27-cr1770ng - 68,6 cm (27"") All-in-One",1099.0,1099.0,Settembre
Germany,2025-09-04 10:22:45,1000100,BU9S0EA,1,Laptops,Home,HP Laptop 17-cn3730ng,849.01,849.01,Settembre
Germany,2025-09-04 10:25:51,1000228,B72Y1ET,1,Laptops,Business,"ZBook 8 G1i 14"" Workstation",1479.0,1479.0,Settembre
Germany,2025-09-04 10:51:41,1000266,882C0EA,1,Desktops,Business,HP Pro Tower 400 G9 Desktop-PC,1035.54,1035.54,Settembre
Germany,2025-09-04 13:29:29,1000210,9N6U9AT,2,Desktops,Business,HP Elite Mini 805 G8 Desktop PC,799.03,1598.06,Settembre
Germany,2025-09-04 13:30:06,1000157,B1FT4EA,1,Laptops,Home,HP OmniBook Ultra Flip 14-fh0760ng,1999.0,1999.0,Settembre
Germany,2025-09-04 13:57:04,1000178,AD1K2ET,1,Laptops,Business,"HP 255R 15,6 Zoll G10",695.0,695.0,Settembre
Germany,2025-09-04 14:33:22,1000314,BF9U3EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0752ng,999.01,999.01,Settembre
Germany,2025-09-04 16:26:59,1000087,9V1F4AT,2,Laptops,Business,HP Pro x360 435 G10 2-in-1,1078.5,2157.0,Settembre
Germany,2025-09-04 22:06:00,1000084,BF9S5EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0753ng,1299.0,1299.0,Settembre
Germany,2025-09-05 00:00:21,1000128,AD2P2ET,2,Laptops,Business,"HP ProBook 4 G1q  14""",1165.0,2330.0,Settembre
Germany,2025-09-05 00:04:16,1000130,B1FT4EA,1,Laptops,Home,HP OmniBook Ultra Flip 14-fh0760ng,1999.0,1999.0,Settembre
Germany,2025-09-05 00:43:38,1000107,BU9T2EA,1,Laptops,Home,HP Laptop 17-cn4740ng,849.01,849.01,Settembre
Germany,2025-09-05 01:26:33,1000088,CB4M2EA,1,Laptops,Business,"HP ProBook 4 G1i 16""",1075.0,1075.0,Settembre
Germany,2025-09-05 08:56:30,1000372,C15ZXEA,1,Laptops,Home,OMEN Gaming Laptop 16-am0770ng,1699.0,1699.0,Settembre
Germany,2025-09-05 09:46:14,1000055,8T1K4EA,1,Desktops,Business,HP Z2 Tower G9 Workstation,2849.0,2849.0,Settembre
Germany,2025-09-05 14:51:15,1000021,AD3K9ET,1,Laptops,Business,"HP EliteBook 6 G1i 14""",1266.16,1266.16,Settembre
Germany,2025-09-05 15:00:03,1000106,BF9U2EA,1,Laptops,Home,HP OmniBook X Flip 14-fk0750ng,999.01,999.01,Settembre
Germany,2025-09-05 15:19:27,1000160,A3ZT2ET,7,Laptops,Business,"ZBook 8 G1a 14"" Workstation",2245.49,15718.429999999998,Settembre
Germany,2025-09-05 20:45:40,1000127,BF9R9EA,3,Laptops,Home,HP OmniBook X Flip 14-fk0771ng,1199.0,3597.0,Settembre
Germany,2025-09-05 21:53:19,1000207,9P0Z5EA,1,Laptops,Home,OMEN Gaming Laptop 16-wf1774ng - NVIDIA® GeForce RTX™ 4060 (2024),1699.0,1699.0,Settembre
Germany,2025-09-05 23:27:22,1000152,C2QQ7EA,1,Laptops,Home,HP OmniBook 5 16-ag1780ng- Next Gen AI,1199.0,1199.0,Settembre
Germany,2025-09-05 23:56:06,1000276,9H7M1ET,1,Desktops,Business,HP ProDesk 4 SFF G1i,1187.03,1187.03,Settembre
Germany,2025-09-06 00:14:33,1000355,BH3S0EA,1,Laptops,Home,HP OmniBook 7 Aero 13-bg1750ng,999.01,999.01,Settembre
Germany,2025-09-06 04:02:23,1000165,C65DDEA,1,Laptops,Home,OMEN 16-ap0793ng,1699.0,1699.0,Settembre
Germany,2025-09-06 05:06:53,1000074,AD2N3ET,1,Laptops,Business,HP ProBook 4 G1i 14,1009.0,1009.0,Settembre
Germany,2025-09-06 05:45:07,1000313,AD3K1ET,2,Laptops,Business,"HP EliteBook 6 G1a 16""",1399.0,2798.0,Settembre
Germany,2025-09-06 05:45:07,1000313,AD2M7ET,3,Laptops,Business,HP ProBook 4 G1a 14,909.01,2727.0299999999997,Settembre
Germany,2025-09-06 07:34:39,1000166,BF9T2EA,1,Laptops,Home,HP OmniBook X Flip 16-ar0772ng,1449.0,1449.0,Settembre
Germany,2025-09-06 09:40:43,1000352,BF9U4EA,1,Laptops,Home,HP OmniBook X Flip 14-fm0773ng,1449.0,1449.0,Settembre
Germany,2025-09-06 15:46:09,1000143,937U0EA,1,Desktops,Business,HP Pro Mini 400 G9 Desktop-PC,768.74,768.74,Settembre
Germany,2025-09-06 16:51:17,1000138,B2CT2EA,1,Laptops,Home,HP OmniBook Ultra Flip14-fh0770ng,2099.01,2099.01,Settembre
Germany,2025-09-06 18:24:58,1000216,BH3S5EA,1,Laptops,Home,HP OmniBook 5 16-ag1750ng,899.0,899.0,Settembre
